Time_s,AccX_raw,AccY_raw,AccZ_raw,GyroX_raw,GyroY_raw,GyroZ_raw,Temp_C
0.000000,-4437,3206,16363,-5741,12261,-6996,24.05
0.053000,-9915,5060,5423,-2261,2831,1581,24.03
0.063000,-7109,-1010,15753,101,193,673,24.03
0.073000,-8497,234,15686,639,910,588,24.03
0.083000,-11222,-1319,15600,519,255,1201,24.05
0.093000,-10117,874,14852,1642,660,2534,24.05
0.103000,-10224,773,14728,1540,2458,1607,24.05
0.113000,-7895,66,15896,296,2954,487,24.05
0.123000,-8728,958,15084,-123,2417,-878,24.04
0.133000,-9468,1576,14826,529,4106,-3118,24.04
0.143000,-9028,833,15398,1285,5067,-5333,24.05
0.153000,-9276,50,15360,1534,5894,-5928,24.05
0.163000,-8876,-537,13921,322,6102,-5017,24.04
0.173000,-7940,-1335,14884,-632,5479,-3328,24.04
0.183000,-7462,-330,14689,-2462,5315,-1851,24.05
0.193000,-7462,362,15097,-3307,6106,-914,24.05
0.203000,-7392,429,15350,-3433,6431,-133,24.05
0.213000,-7910,35,15509,-3624,5941,1369,24.05
0.223000,-7807,966,15777,-3796,6442,2743,24.05
0.233000,-7963,1374,16328,-3582,7384,2628,24.05
0.243000,-8594,891,15607,-3135,8064,2451,24.03
0.253000,-11858,500,11744,1161,4182,1538,24.08
0.263000,-14837,-6241,6034,714,-265,2020,24.08
0.273000,-10777,-1070,12852,2632,1239,1729,24.03
0.283000,-11065,-130,11786,4043,513,-91,24.03
0.293000,-11037,-1471,11288,4192,-215,-1858,24.02
0.303000,-10881,-1919,12673,2788,-967,-2092,24.02
0.313000,-10748,-1765,11808,1092,-1501,-831,24.06
0.323000,-10281,-1265,13362,-281,-849,561,24.06
0.334000,-10554,145,13820,-712,553,722,24.06
0.344000,-10370,420,13973,-670,885,-361,24.06
0.354000,-10172,143,14351,-727,1148,-985,24.06
0.364000,-9984,843,14789,-1008,2049,-1649,24.06
0.374000,-9971,384,14599,-378,3304,-2704,24.01
0.384000,-9665,-61,13757,-255,4710,-2705,24.01
0.394000,-9762,-259,12527,-221,4092,-3002,24.06
0.404000,-10123,-1006,12159,-245,2575,-3141,24.06
0.414000,-12593,-2826,13644,1247,505,-1404,24.05
0.424000,-10395,1899,12240,2447,539,-1525,24.05
0.434000,-10678,385,14167,-297,690,-2406,24.07
0.444000,-9915,1416,13962,-98,408,-3376,24.07
0.454000,-10177,1040,14837,-1736,-124,-4068,24.10
0.464000,-11444,-134,14217,-1911,146,-5184,24.10
0.474000,-11346,369,14453,-666,715,-7198,24.06
0.484000,-11153,-157,14770,111,1050,-7584,24.06
0.494000,-11179,-1213,13949,514,1416,-6305,24.07
0.504000,-11195,-1330,13551,213,1918,-4338,24.07
0.514000,-10477,-1636,12989,135,1605,-2595,24.07
0.524000,-9730,-1295,12159,1,259,-1132,24.07
0.534000,-9527,-973,12309,-842,-2356,442,24.06
0.544000,-9948,-495,12761,-1017,-3738,752,24.06
0.572000,-10689,-599,14274,1554,-1609,-1359,24.07
0.582000,-11512,-2056,12831,3315,-2096,-1140,24.07
0.592000,-10295,-1179,12562,3805,-2573,-1126,24.10
0.602000,-11524,-879,13011,1349,-1742,-2773,24.10
0.612000,-12013,-1268,13767,1695,-191,-4061,24.03
0.622000,-11440,-1464,13316,3296,606,-4033,24.03
0.634000,-10593,-1779,12766,669,323,-3177,24.11
0.644000,-9881,-1506,14154,1244,-48,-2396,24.08
0.654000,-9801,-1037,13237,748,21,-2563,24.08
0.664000,-9835,-1508,14024,1078,-137,-1814,24.04
0.674000,-9235,22,12843,820,-347,-1523,24.04
0.684000,-9949,-1835,14086,926,-617,-96,24.03
0.694000,-9549,-782,13203,1110,-739,358,24.03
0.704000,-10183,-902,13384,747,186,368,24.06
0.714000,-10497,-604,13549,293,1292,-74,24.06
0.724000,-10634,-621,13368,234,1503,-445,24.09
0.734000,-10687,-942,12600,364,658,-795,24.09
0.744000,-10223,-1410,12346,655,-39,-1046,24.08
0.754000,-10113,-752,11949,1037,-839,-1782,24.08
0.764000,-10557,-1133,12639,953,-1559,-2822,24.08
0.774000,-10605,-936,13646,907,-1224,-2966,24.08
0.784000,-10695,-384,14325,879,-725,-2696,24.10
0.794000,-11374,-103,14962,854,-370,-2703,24.10
0.804000,-11649,-450,12948,823,543,-3175,24.11
0.814000,-10533,-585,14687,-1465,3145,-5013,24.11
0.824000,-8356,1389,15278,-3978,7271,-8736,24.07
0.834000,-7589,616,16300,-7602,10693,-12304,24.07
0.844000,-8546,-1287,15017,-10461,14376,-12791,24.08
0.854000,-9754,-2861,13207,-12439,15985,-9468,24.08
0.864000,-10096,-3593,15222,-14759,16561,-4479,24.05
0.874000,-7709,-11376,19768,-26535,21078,5277,24.05
0.884000,-9915,-9758,8489,-32764,24175,18791,24.05
0.894000,-15407,596,7865,-32764,22233,20029,24.05
0.904000,-17543,4229,2318,-24717,13405,11417,24.10
0.914000,-19150,2057,4073,-6636,2563,241,24.10
0.926000,-17818,-3953,7932,1881,-2,-4858,24.12
0.936000,-16533,-4682,9735,2308,988,-4196,24.06
0.946000,-16120,-3303,10082,2694,1691,-5064,24.06
0.956000,-15844,-2771,10660,4733,3758,-8000,24.11
0.966000,-14671,-4165,10175,5337,5719,-9970,24.11
0.976000,-12620,-6151,9269,4328,6059,-9372,24.06
0.986000,-11161,-7031,8820,808,4951,-6276,24.06
0.996000,-10242,-6605,8417,-3456,3544,-1574,24.07
1.006000,-11571,-5156,7936,-5075,1706,-355,24.07
1.016000,-13409,-3764,7682,-4895,188,-492,24.13
1.026000,-14462,-4028,7878,-3087,-1304,-1519,24.13
1.036000,-15194,-5044,8018,-583,-2648,-1975,24.05
1.076000,-13961,-4040,9138,2271,-6085,643,24.14
1.101000,-12806,-4707,7459,7980,-9556,-3550,24.07
1.111000,-11629,-5248,8061,8188,-10460,-2595,24.07
1.121000,-10910,-5024,8684,5904,-11366,-791,24.07
1.131000,-10863,-4779,9360,3670,-12026,643,24.10
1.151000,-11386,-3954,10471,3324,-12089,-761,24.05
1.161000,-11076,-4717,11494,4067,-11264,-829,24.05
1.171000,-10331,-6006,10810,3425,-10041,34,24.03
1.189000,-9244,-5782,10656,-856,-12930,4529,24.08
1.199000,-11453,-4694,11160,955,-12952,4219,24.08
1.209000,-12565,-4399,12187,3632,-10314,2767,24.07
1.226000,-7970,-6103,25896,-7533,3644,7866,24.07
1.236000,-12193,3230,14773,-3170,9156,575,24.07
1.246000,-11005,-2524,9293,820,5628,-2923,24.09
1.264000,-10321,-3854,9499,1586,-213,-2477,24.09
1.274000,-10895,-3821,10243,3222,-1499,-3268,24.09
1.285000,-10557,-5200,10279,3256,-2032,-3070,24.05
1.295000,-10231,-5917,10812,1501,-4833,-2084,24.05
1.305000,-10261,-6142,11585,-1866,-7889,-830,24.07
1.315000,-10961,-5194,11763,-3975,-7898,-91,24.07
1.325000,-10867,-4829,9902,-2761,-3530,3755,24.07
1.338000,-11605,-2166,10398,2805,-128,738,24.07
1.348000,-11688,-3204,11222,5851,2072,-2567,24.07
1.358000,-10940,-4517,11818,6348,3298,-4599,24.07
1.376000,-10687,-4864,11560,4780,2053,-4799,24.10
1.386000,-10910,-4522,12224,3991,1900,-4312,24.11
1.396000,-10937,-4226,12430,3203,929,-4044,24.11
1.413000,-11457,-4140,13567,2732,381,-3615,24.12
1.423000,-11528,-3101,11811,3532,-509,-4285,24.14
1.433000,-10799,-2135,11117,6913,-3083,-6229,24.14
1.451000,-9905,-3449,14034,11251,-4359,-7815,24.07
1.461000,-9797,-4165,14910,8655,-2217,-6808,24.10
1.471000,-10182,-4525,14694,4676,105,-5431,24.10
1.488000,-10276,-5808,11958,984,1858,-2433,24.10
1.498000,-10684,-4719,11139,921,1319,-1940,24.10
1.526000,-10751,-4023,12248,2143,1558,-2378,24.10
1.536000,-10328,-4050,12715,2054,1900,-2855,24.10
1.546000,-10229,-3523,13144,1805,2161,-3090,24.07
1.564000,-10523,-3605,12852,1315,2548,-3438,24.12
1.574000,-10729,-3371,12881,1230,3043,-3841,24.12
1.584000,-10762,-3645,12869,791,3277,-4271,24.10
1.601000,-10903,-5295,11511,-120,2463,-3060,24.12
1.627000,-12014,-4402,12360,1990,-630,-2134,24.16
1.637000,-11086,-4766,12839,395,-225,-2078,24.14
1.647000,-10986,-4888,13225,-537,1583,-2460,24.14
1.659000,-11336,-4953,12629,-1603,4183,-2199,24.10
1.676000,-11787,-4699,11548,-2007,5482,-2174,24.11
1.686000,-11462,-4857,11649,-1604,5389,-1967,24.11
1.696000,-11099,-4771,11454,-1067,5207,-1824,24.08
1.713000,-11593,-4451,12273,-1653,4565,-1832,24.11
1.723000,-11718,-4921,12086,-2505,4355,-1352,24.11
1.733000,-11715,-4880,10788,-2539,3831,-1180,24.11
1.751000,-11162,-4734,9959,-938,919,-2342,24.08
1.761000,-11196,-5134,10622,-98,40,-2377,24.13
1.771000,-11488,-5155,11154,112,-241,-2037,24.13
1.788000,-11871,-5378,10890,-102,353,-1583,24.13
1.798000,-11700,-5351,10679,144,147,-1406,24.12
1.808000,-11889,-5129,11083,84,347,-1379,24.12
1.826000,-11881,-5220,10985,-330,112,-1577,24.14
1.836000,-11890,-5449,10677,-277,55,-1594,24.12
1.846000,-11832,-5675,10435,-96,271,-1780,24.12
1.863000,-11765,-5531,10897,234,86,-1923,24.08
1.873000,-11266,-5248,10454,275,-544,-1972,24.10
1.883000,-11090,-5558,10055,873,-1836,-1986,24.10
1.902000,-11314,-6024,11104,1789,-2511,-1345,24.11
1.912000,-11556,-5719,11098,1322,-1340,-1099,24.11
1.922000,-11679,-5869,10958,901,-669,-910,24.11
1.939000,-11567,-5840,11481,278,181,-1179,24.14
1.949000,-11529,-6111,11779,-401,1342,-943,24.13
1.959000,-11642,-6247,11629,-1237,2355,-462,24.13
1.976000,-11769,-5965,9866,-1888,2912,-247,24.14
1.986000,-11655,-5892,9701,-1474,2499,-566,24.14
1.996000,-11751,-5466,9775,-434,1547,-1018,24.12
2.013000,-11838,-5879,10490,560,-177,-932,24.13
2.023000,-12037,-5943,10556,432,369,-682,24.13
2.033000,-11949,-6001,10762,184,891,-446,24.14
2.051000,-11984,-5965,10480,-339,656,-159,24.16
2.061000,-11898,-5915,10454,-452,152,-34,24.16
2.071000,-11826,-5926,10346,-580,-113,97,24.10
2.089000,-12110,-5900,10241,-641,106,95,24.10
2.099000,-11845,-5975,10458,-663,345,209,24.10
2.109000,-11953,-5749,10183,-747,265,59,24.13
2.126000,-11764,-6079,10039,-152,176,-241,24.10
2.153000,-11737,-5821,10649,-594,1015,-14,24.12
2.163000,-11915,-5754,10298,-766,1349,-123,24.10
2.173000,-12087,-5777,10043,-623,808,-358,24.10
2.183000,-12333,-5849,10049,-383,602,-465,24.09
2.200000,-12687,-5850,10200,-466,237,-347,24.12
2.210000,-12791,-5785,10095,-399,-85,-436,24.12
2.220000,-12432,-5872,9972,-252,-223,-851,24.12
2.238000,-12205,-6383,9824,-127,-188,-1538,24.12
2.248000,-12348,-6062,9696,13,-490,-2120,24.16
2.258000,-12357,-6039,9625,266,-1176,-2683,24.16
2.277000,-11866,-6683,9977,627,-1381,-3377,24.14
2.287000,-12147,-6675,10158,751,-1187,-2901,24.10
2.297000,-12228,-6690,9835,721,-1111,-2263,24.10
2.314000,-12775,-6222,9833,727,-2282,-2159,24.14
2.324000,-12031,-6217,10314,413,-2573,-2415,24.11
2.334000,-11882,-6322,10456,70,-2316,-2685,24.11
2.351000,-11649,-6313,10465,-357,-1888,-3160,24.10
2.361000,-11609,-6356,10037,-39,-2197,-3152,24.13
2.371000,-11450,-6607,9846,585,-2324,-3128,24.13
2.389000,-11169,-7131,10385,700,-1496,-2460,24.14
2.399000,-11314,-7001,10832,434,-1134,-2006,24.11
2.409000,-11155,-6785,10847,141,-667,-1977,24.11
2.426000,-10971,-7300,10630,-4,282,-2044,24.15
2.436000,-11072,-7258,10182,235,293,-1863,24.12
2.446000,-11377,-7200,10000,506,9,-1668,24.12
2.464000,-11626,-7180,10324,556,193,-1061,24.15
2.474000,-11400,-7272,10628,319,637,-433,24.15
2.484000,-11367,-7061,10655,-104,909,-22,24.16
2.501000,-11349,-6830,10130,-484,466,75,24.13
2.511000,-11348,-6765,10037,-224,86,-6,24.13
2.521000,-11021,-7175,10200,-93,-372,62,24.14
2.538000,-11125,-7337,9987,17,-192,920,24.16
2.548000,-11167,-7316,10005,60,-132,1327,24.16
2.558000,-11272,-7212,9905,219,-293,1659,24.16
2.576000,-11212,-7122,9787,845,-1115,2116,24.10
2.586000,-11444,-6921,9696,1025,-1577,2234,24.10
2.596000,-11719,-6897,9758,1028,-1955,2375,24.10
2.613000,-11543,-6138,8118,2016,-3288,2581,24.12
2.623000,-11693,-6515,9285,2175,-4108,2562,24.12
2.633000,-11696,-6056,9573,2868,-5366,2628,24.15
2.652000,-10856,-5628,9807,4300,-7287,3827,24.15
2.678000,-9983,-4578,9131,6446,-11065,5003,24.16
2.688000,-9725,-4508,8738,7495,-13299,5186,24.16
2.698000,-9819,-4593,9368,9066,-15389,5596,24.14
2.708000,-9945,-4781,10736,10168,-16778,6322,24.10
2.726000,-9728,-4646,12829,9353,-17446,8700,24.10
2.736000,-9217,-4296,13361,8616,-17376,9166,24.12
2.746000,-8762,-4008,13225,7823,-17295,9088,24.12
2.764000,-7937,-3898,13122,8380,-18207,7902,24.14
2.774000,-7676,-3445,13578,8400,-18716,6779,24.15
2.784000,-7047,-2858,13604,8032,-19764,5481,24.15
2.801000,-6771,-3311,13649,7313,-22085,5231,24.16
2.811000,-6781,-2888,13396,6522,-22632,5311,24.17
2.821000,-6417,-3314,15120,5366,-22088,5939,24.17
2.839000,-5939,-3026,17000,3198,-17132,6276,24.16
2.849000,-5559,-2693,16739,2908,-15073,5508,24.11
2.859000,-5170,-2417,17204,3130,-13265,4105,24.11
2.876000,-4091,-1225,17578,1292,-11172,588,24.16
2.886000,-4170,-1375,17752,-636,-9261,-512,24.12
2.896000,-4220,-1409,16401,-2128,-8967,-2000,24.12
2.913000,-3928,-2142,16602,-2374,-10231,-1430,24.11
2.923000,-4325,-2382,15902,-2191,-10929,-351,24.18
2.933000,-4102,-1960,14990,-1916,-12694,689,24.18
2.951000,-3493,-2327,15808,-3183,-15619,2018,24.14
2.961000,-2755,-2146,16418,-2943,-15676,2219,24.12
2.971000,-2727,-4262,21015,748,-11168,3469,24.12
2.988000,-1323,-3240,18268,1622,-5080,4401,24.14
2.998000,-1382,-3780,18029,2384,-4777,4390,24.14
3.008000,-1659,-3893,17624,3334,-4212,4742,24.16
3.064000,-1253,-1952,18148,1524,-4850,2848,24.19
3.074000,-1151,-1716,18111,1122,-3640,2355,24.19
3.084000,-974,-1446,17154,353,-3286,1701,24.10
3.101000,-449,-1757,16863,278,-3145,1415,24.15
3.111000,-459,-1647,16436,436,-3173,1445,24.15
3.121000,-706,-1641,16135,-135,-4133,1402,24.22
3.139000,-648,-2434,14989,-979,-5571,1299,24.14
3.150000,-1172,-1608,15593,-79,-6100,864,24.14
3.160000,-1106,-1199,16032,-477,-7442,375,24.12
3.170000,302,-4804,14177,-750,-8806,-146,24.12
3.196000,1781,-1616,17678,1449,-6768,1709,24.16
3.206000,1990,-2021,17771,1181,-4917,2003,24.16
3.216000,1600,-1913,17839,969,-3861,2523,24.13
3.226000,792,-1503,17502,-112,-3891,2508,24.13
3.236000,680,-2187,17124,-943,-5396,3003,24.14
3.251000,218,-1900,17320,-2999,-7369,3896,24.14
3.261000,-27,-1574,18179,-4195,-6841,3519,24.16
3.271000,119,-2256,16865,-5333,-6284,2826,24.16
3.288000,1094,-1908,16790,-3740,-5664,2216,24.17
3.298000,1443,-2530,16579,-3583,-4764,1900,24.18
3.308000,1949,-3084,15922,-1977,-3029,2049,24.18
3.326000,2104,-3245,15976,16,279,1574,24.14
3.336000,1987,-3945,16316,1757,229,2457,24.15
3.346000,1804,-2744,16929,1264,-1504,3368,24.15
3.363000,2778,-2729,16833,624,-4847,4569,24.14
3.373000,2882,-2207,16696,571,-5648,4959,24.17
3.383000,2688,-1649,16770,593,-6219,4906,24.17
3.402000,3010,-867,16678,172,-4401,4026,24.17
3.412000,2804,-412,17159,-500,-3594,3038,24.14
3.422000,3129,-726,17606,-1189,-3270,2198,24.14
3.476000,3531,-3571,17436,426,2208,3996,24.15
3.486000,3864,-3009,16642,1168,1961,5140,24.15
3.496000,3573,-2250,15582,2109,1515,6958,24.17
3.514000,3133,484,12783,1672,2052,7963,24.14
3.524000,3645,-21,15215,2161,1384,7224,24.14
3.534000,6301,1862,18765,-1550,-999,6509,24.17
3.551000,7819,899,20582,-5317,4393,3952,24.15
3.561000,7972,-32,19858,-8061,6185,6540,24.15
3.571000,7041,-382,19511,-10406,8114,10530,24.19
3.589000,3186,607,18145,-14530,10485,14255,24.18
3.599000,1783,133,17124,-13341,10546,13935,24.18
3.609000,590,-2072,15617,-9344,8788,13424,24.19
3.626000,-66,-3704,14725,408,3344,13048,24.17
3.636000,-912,-3607,14886,3750,166,12749,24.17
3.646000,-1193,-2928,15400,4073,-2397,12288,24.16
3.663000,17,-5165,17280,1697,-4652,13667,24.16
3.673000,195,-5174,18554,2380,-3942,16117,24.16
3.683000,-429,-3810,19424,3181,-2547,16587,24.15
3.701000,-1159,-3984,19590,2973,523,16010,24.13
3.724000,-1916,-4067,18520,819,-756,14970,24.16
3.734000,-1741,-4556,17644,-62,-2685,12723,24.16
3.744000,-1855,-5431,16926,-585,-5822,10030,24.16
3.754000,-1453,-6214,16698,-2384,-6504,8841,24.16
3.777000,-1350,-4180,12289,-4269,-8240,5010,24.16
3.787000,-918,-5994,8934,1533,-12708,1802,24.15
3.797000,830,-9338,7969,10129,-18943,580,24.15
3.814000,4509,-8855,10685,20627,-25231,6737,24.18
3.824000,4599,-5601,14025,18620,-24265,12513,24.17
3.834000,3114,-2973,15622,14368,-21789,13549,24.17
3.851000,-530,-2345,15127,10262,-20120,12808,24.15
3.861000,-1075,-1815,15753,9259,-20819,9313,24.14
3.871000,-1482,-255,16436,6680,-21485,5671,24.14
3.889000,-898,277,19110,933,-21429,34,24.18
3.901000,-385,-720,23490,-3151,-19898,-1158,24.16
3.911000,-1073,-566,25574,-5385,-17685,-1317,24.16
3.921000,-1356,-1412,26944,-7218,-14094,-1707,24.16
3.931000,-1731,-1881,27254,-7793,-7113,-1508,24.16
3.941000,-2140,-2044,25623,-8182,1530,-1962,24.16
3.951000,-1994,-3779,23265,-7656,7386,-2169,24.16
3.964000,-1423,-4347,20214,-7128,6239,-2141,24.21
3.974000,-672,-3095,17895,-6329,3438,-2536,24.21
3.984000,-101,-1508,16488,-6730,78,-3331,24.15
4.001000,2053,-1746,13502,-7513,-4612,-4526,24.16
4.011000,2582,-2081,12402,-6504,-7653,-4301,24.16
4.021000,2619,-2767,12036,-4456,-11876,-4380,24.21
4.038000,2119,-3164,12680,-332,-21174,-6551,24.18
4.048000,2460,-2578,14089,2626,-22329,-7660,24.18
4.058000,4248,-2327,15262,4868,-22679,-9092,24.19
4.076000,6754,-3985,18315,8275,-14939,-6250,24.17
4.086000,7615,-3580,15666,4793,-9143,-1062,24.17
4.096000,8813,-2904,12546,-1614,-9005,3428,24.16
4.113000,13422,63,8618,-1728,-19233,-1397,24.17
4.123000,14116,-163,6740,-9506,-26435,-2544,24.17
4.133000,13504,188,7885,-13763,-31579,-4273,24.21
4.152000,13779,-1963,11333,-4056,-26464,-3711,24.18
4.162000,15038,-1400,10496,1272,-19390,-348,24.18
4.189000,18231,-2907,12504,6186,-4206,10005,24.18
4.199000,16826,-1481,16010,7391,3758,14529,24.18
4.209000,14956,53,18408,7741,14149,15204,24.15
4.226000,14749,2626,18667,451,31788,13826,24.15
4.251000,13732,3128,20179,-29162,32764,9806,24.23
4.261000,13763,2583,20346,-32764,32764,10372,24.23
4.273000,15182,3500,19427,-32764,32764,7261,24.19
4.283000,14944,-1046,16377,-32764,32764,3496,24.19
4.293000,12491,-1816,12750,-32764,32764,4456,24.19
4.303000,8741,-1443,8811,-32764,32764,4875,24.19
4.313000,5879,-3047,4803,-32764,32764,2923,24.17
4.323000,3851,-8847,-1018,-32764,32764,-835,24.17
4.339000,2142,-15181,-6824,-32577,32764,1964,24.16
4.349000,1124,-18765,-9837,-20057,30689,5782,24.19
4.359000,-2798,-19485,-9843,-5519,13970,8124,24.19
4.376000,-10568,-15021,-3727,14520,-19844,6795,24.16
4.386000,-11928,-14369,1323,22558,-32764,3803,24.19
4.396000,-9396,-14305,8772,31210,-32764,540,24.19
4.413000,-5978,-12153,18547,32764,-32764,-7448,24.13
4.423000,-4030,-8857,21101,32764,-32764,-10698,24.21
4.433000,5771,-10705,32185,32764,-32764,-12715,24.21
4.451000,3695,-9974,17950,10933,-32764,-3121,24.19
4.461000,1355,-9230,17117,9185,-29377,-4952,24.19
4.471000,1735,-10423,12276,15047,-32026,-9780,24.20
4.488000,2659,-8432,8065,21783,-32764,-17919,24.21
4.498000,6052,-6327,8945,27839,-32764,-22667,24.21
4.508000,8774,-2718,10539,32481,-32764,-28512,24.19
4.527000,14308,1216,10827,32764,-32764,-26190,24.21
4.537000,16142,1924,8548,32764,-32764,-21897,24.21
4.547000,16948,2421,10576,30898,-32764,-18483,24.20
4.601000,15457,1575,15732,-32764,24253,2136,24.18
4.611000,13949,6373,10054,-32764,29965,5487,24.18
4.621000,19839,-5753,17264,-32764,32764,15161,24.17
4.639000,14596,3871,-7449,-32764,29915,8433,24.17
4.651000,18562,-5295,-2458,-29399,32112,21324,24.17
4.661000,15304,-4268,1062,-23409,32700,27156,24.17
4.671000,12069,-2261,3231,-22049,32764,27548,24.17
4.681000,8779,-2231,4533,-22245,31283,26855,24.18
4.691000,6354,-4905,7182,-26119,26471,26817,24.18
4.701000,1946,-7499,9341,-31052,22401,24524,24.20
4.714000,-301,-11052,9785,-32764,13359,18703,24.20
4.724000,-1681,-13564,8350,-32764,5172,16022,24.19
4.734000,-5362,-4770,4735,-27212,-2699,12113,24.19
4.751000,1396,-14156,5180,-14332,-18822,2289,24.21
4.776000,-1015,-15729,9748,17589,-6356,1318,24.23
4.786000,-234,-14592,9445,26617,-6645,1754,24.23
4.796000,732,-12605,11107,28057,-9429,1256,24.15
4.806000,2184,-11050,12347,22432,-13917,-147,24.15
4.826000,3171,-9954,11709,13991,-17587,-3901,24.20
4.836000,4095,-9394,9706,15456,-18440,-3924,24.16
4.846000,5320,-9924,9992,16965,-20631,-3826,24.16
4.863000,2080,-5972,9969,-5953,2490,-14316,24.22
4.873000,3007,-4803,19975,4958,-6446,-23174,24.22
4.883000,1733,-6788,-3958,4288,-7768,-31793,24.22
4.902000,11402,-8704,4444,32764,-21757,-20966,24.18
4.912000,11399,-4307,9966,32764,-28088,-24327,24.19
4.922000,14707,-9803,14017,32574,-27497,-22087,24.19
4.939000,17711,-3154,15148,20322,-21290,-14153,24.16
4.949000,19632,166,15580,13409,-17533,-9647,24.16
4.959000,18243,-47,18286,6846,-18413,-11972,24.16
4.976000,15152,-2325,14712,-1804,-2331,-7276,24.21
4.986000,14095,-1455,13950,-8106,1833,-1350,24.21
4.996000,15438,2186,14190,-13393,11802,7519,24.18
5.014000,15112,4382,9756,-31979,22760,19440,24.19
5.024000,14883,3432,9327,-32764,26645,24859,24.19
5.034000,15858,1606,10492,-32764,31169,30373,24.20
5.051000,8172,-2955,14047,-32764,16315,25920,24.19
5.061000,10779,-5516,9918,-32764,21387,29317,24.19
5.071000,11957,-7996,8427,-32764,18869,30844,24.23
5.089000,7610,-7882,4904,-32350,22392,29766,24.22
5.099000,4856,-8726,3718,-27352,22409,26518,24.22
5.109000,3681,-13791,3486,-21798,19726,27459,24.21
5.126000,-1455,-6855,3335,-3078,14259,17058,24.18
5.136000,-4677,2393,5341,3474,13627,8661,24.18
5.146000,-4318,-9322,6752,6895,14097,-8145,24.18
5.163000,-5471,-21019,4991,-1134,-672,814,24.19
5.173000,-7766,-22070,5507,-4127,-9080,-1684,24.19
5.183000,-9067,-23634,7035,1533,-18383,-9929,24.22
5.201000,-7289,-16593,5387,32498,-27181,-32764,24.22
5.211000,-4102,-18392,5780,32764,-31922,-32764,24.22
5.221000,-133,-18529,7023,32764,-32764,-32764,24.22
5.238000,5569,-8057,11165,32764,-32764,-32764,24.20
5.248000,5749,-2065,8857,32764,-32764,-32764,24.23
5.258000,7706,439,6345,32764,-32764,-32764,24.23
5.277000,9043,4104,11007,32764,-32764,-32764,24.17
5.301000,20669,9811,12951,32764,-31144,-32764,24.23
5.311000,17551,8829,13278,32764,-21534,-32764,24.23
5.321000,15007,6804,11006,32764,-13123,-32764,24.17
5.331000,13069,7157,6624,27883,-7333,-32764,24.17
5.351000,12951,10158,1667,8546,4309,-27104,24.18
5.361000,14815,13197,1800,-2835,7509,-21697,24.19
5.371000,18156,14971,1983,-17585,10562,-11900,24.19
5.381000,16946,14317,1390,-26269,8427,-1127,24.25
5.391000,14698,14005,1465,-32764,4334,8308,24.25
5.401000,13497,13627,1316,-32764,1846,12526,24.21
5.411000,12421,12376,1245,-32764,1679,14581,24.21
5.426000,11628,15120,4763,-32764,5431,13467,24.20
5.436000,11686,16563,7072,-32764,9821,11614,24.20
5.446000,11236,17826,8792,-32764,13414,8472,24.24
5.464000,10246,17668,11274,-32764,14380,889,24.20
5.474000,9578,16451,11968,-32764,13510,-750,24.20
5.484000,8954,14816,11553,-32764,12617,150,24.21
5.501000,8574,11767,7326,-32764,10522,4637,24.23
5.511000,8596,10058,5524,-32764,8890,7418,24.23
5.521000,8524,6830,2479,-32764,5873,9762,24.21
5.539000,7516,-2382,-2299,-32764,-7256,12773,24.22
5.549000,7589,-8169,-1799,-32764,-12511,13543,24.22
5.559000,7911,-13757,76,-32764,-16917,14792,24.21
5.576000,9349,-17963,5146,-23129,-17439,17791,24.21
5.586000,9356,-17489,8645,-9182,-12897,20104,24.21
5.596000,7854,-15459,12587,2895,-6008,19631,24.21
5.613000,5363,-12718,12278,6238,5812,15545,24.20
5.623000,3185,-12839,9007,-3545,1734,10467,24.20
5.652000,4417,-18888,11113,-12418,-16447,-4151,24.19
5.662000,5452,-16231,11404,-6918,-10914,-6868,24.19
5.672000,9073,-17190,9244,-6047,-5039,-10059,24.21
5.726000,11006,-15203,6753,7359,285,-4817,24.20
5.736000,9986,-14262,7153,10991,1072,-7221,24.21
5.746000,10419,-15890,6872,14940,1908,-15101,24.21
5.764000,10138,-18991,8380,24898,1513,-20922,24.24
5.776000,8850,-17950,6843,32056,3831,-21974,24.23
5.786000,7281,-14246,7572,32764,7277,-26701,24.23
5.801000,7794,-11180,7172,32764,12379,-32764,24.20
5.825000,10525,-6895,4989,32764,21213,-32764,24.21
5.835000,9134,-2751,4944,32764,26282,-32764,24.21
5.845000,7918,2657,5895,32764,32596,-32764,24.21
5.855000,6676,8406,8870,32764,32764,-32764,24.19
5.876000,5938,14832,693,32764,24823,-32764,24.24
5.886000,3340,13509,2841,32764,9890,-31184,24.21
5.896000,-260,12544,219,32764,-1659,-20076,24.21
5.913000,-590,14083,-1675,19501,-4750,-11702,24.22
5.923000,-3072,13858,-5829,5892,-9014,-10551,24.22
5.933000,-1884,16222,-6930,-5890,-15466,-10089,24.22
5.951000,1788,19921,-3200,-25134,-26474,-5371,24.22
5.961000,4811,21979,-996,-30056,-28615,-1713,24.22
5.971000,6150,20698,1714,-32764,-24744,677,24.21
5.988000,3239,16323,3225,-32764,-19998,4390,24.23
5.998000,1893,15154,5063,-32764,-17225,8206,24.23
6.008000,830,16601,7504,-32764,-14222,10339,24.24
6.027000,-494,21477,10679,-32764,-7191,10794,24.22
6.037000,1030,23326,8738,-32764,-6231,10332,24.22
6.047000,290,23314,7839,-32764,-8705,8185,24.19
