Time_s,AccX_raw,AccY_raw,AccZ_raw,GyroX_raw,GyroY_raw,GyroZ_raw,Temp_C
37.548000,3656,-17452,-2122,-7637,-10207,4824,24.85
37.565000,2043,-15323,-56,-3515,-7929,-1331,24.81
37.575000,-346,-15752,-764,-3051,-5084,-2719,24.81
37.585000,536,-18270,-574,-27,-3008,-1201,24.81
37.602000,2634,-19781,-3196,4027,-3254,4305,24.84
37.612000,1685,-19642,-3356,3957,-5057,6072,24.80
37.622000,480,-17655,-2833,2878,-5769,7346,24.80
37.640000,353,-16529,-296,5378,-2357,6457,24.82
37.650000,657,-17483,874,6671,804,6876,24.81
37.660000,2226,-12827,1209,11460,3698,4002,24.81
37.677000,130,-18027,-3853,11515,5738,1175,24.82
37.687000,-619,-18785,-3988,9982,2683,4141,24.82
37.697000,-1494,-16821,-3132,8047,405,6791,24.84
37.715000,-2559,-16571,-3525,5235,-2236,6650,24.87
37.725000,-1789,-17522,-2915,3840,-4458,7074,24.87
37.735000,-1412,-17217,-1611,3146,-5603,7267,24.84
37.752000,-510,-17244,664,3896,-4006,3713,24.80
37.762000,484,-18029,270,4136,-1999,2540,24.80
37.772000,714,-18679,-923,5107,-756,1215,24.84
37.789000,-374,-18196,-3329,4987,-471,-364,24.81
37.799000,-1674,-17274,-3077,3654,-1014,-748,24.81
37.809000,-2674,-16371,-2868,2228,-1874,-980,24.81
37.827000,-3325,-15782,-1847,545,-3759,1611,24.85
37.837000,-2900,-15420,-1353,268,-4863,2959,24.85
37.847000,-1598,-21363,-1627,1457,-4849,5111,24.85
37.864000,-2446,-17280,-603,7823,-166,3039,24.84
37.874000,-1855,-15384,-90,4311,-1182,476,24.84
37.884000,-541,-17234,41,1780,63,-141,24.82
37.940000,-824,-16313,-968,1926,-843,91,24.85
37.962000,-734,-16403,-972,2100,-813,-280,24.86
37.972000,-632,-16520,-886,2345,-789,-219,24.86
37.982000,-588,-16407,-774,2541,-758,-58,24.87
37.992000,-373,-16605,-914,2996,-1152,-179,24.87
38.002000,-863,-16626,-444,2862,-757,441,24.83
38.015000,-736,-16612,-383,3678,-340,249,24.83
38.027000,-925,-18152,3587,1557,-195,-713,24.84
38.037000,-381,-16835,-58,125,-726,371,24.84
38.047000,-667,-16549,-255,-33,-707,307,24.83
38.057000,-800,-16444,-385,-24,-760,208,24.83
38.067000,-660,-16574,-497,276,-645,44,24.83
38.077000,-930,-16544,-649,658,-645,-242,24.83
38.090000,-1020,-16197,-912,1215,-714,-686,24.83
38.100000,-1192,-16021,-1222,2503,-685,-1490,24.82
38.110000,-691,-16166,-1015,3684,-387,-2068,24.82
38.127000,-643,-16519,-327,4829,-1203,-3417,24.84
38.137000,3960,-16682,3827,5111,-640,-3070,24.83
38.147000,-948,-17169,-1038,5427,-661,-3602,24.83
38.164000,3224,-18246,2458,2709,-250,498,24.86
38.174000,-1217,-13942,1924,778,1561,627,24.86
38.184000,28,-17330,336,16,1088,364,24.82
38.239000,-199,-16495,781,742,-580,80,24.86
38.249000,-156,-16542,684,553,-583,62,24.86
38.259000,-151,-16493,756,508,-629,103,24.86
38.278000,-145,-16549,695,354,-611,91,24.82
38.288000,-147,-16565,704,245,-619,88,24.82
38.298000,-165,-16418,901,-49,-699,114,24.82
38.315000,-164,-16554,646,-123,-688,121,24.86
38.325000,-199,-16456,1136,-340,-790,65,24.86
38.335000,-206,-16368,795,-493,-631,110,24.85
38.352000,-375,-15758,2028,-2141,35,-316,24.82
38.362000,723,-16840,824,-3988,1404,422,24.82
38.372000,-157,-16547,-1083,-1482,1505,324,24.82
38.390000,-280,-16236,1128,51,-387,-18,24.84
38.400000,-504,-16399,477,-63,-669,-73,24.84
38.410000,-297,-16253,186,-184,-718,166,24.80
38.420000,-78,-16720,505,85,-742,18,24.80
38.430000,-289,-16408,955,-281,-835,64,24.81
38.440000,3631,-19050,1439,1260,2221,515,24.81
38.450000,-1276,-17939,486,708,3010,176,24.85
38.465000,-999,-17829,601,-2311,3822,711,24.85
38.488000,-6,-16902,1165,-307,-797,77,24.84
38.498000,-317,-16729,-1178,-733,-1259,4,24.84
38.508000,-2658,-14531,668,-918,-1420,-130,24.79
38.518000,1608,-17738,227,-920,-765,644,24.79
38.528000,-1132,-15804,-92,622,-704,-381,24.84
38.539000,-792,-15803,2509,-158,-536,-153,24.84
38.549000,651,-15695,8692,-5111,565,531,24.88
38.559000,-1157,-21109,14144,-7411,1343,2126,24.88
38.577000,-2885,-13425,-821,12717,14909,-3460,24.85
38.587000,2842,-26401,1514,14105,19895,1900,24.83
38.597000,8640,-19234,-1772,2370,23508,4571,24.83
38.614000,-1022,-15474,-5142,-1102,12617,328,24.84
38.624000,4123,-15403,-7963,-6571,-2995,2393,24.81
38.634000,-1111,-15548,-3745,-1841,-4564,259,24.81
38.653000,-1132,-16951,28,-827,-9052,-923,24.85
38.663000,-2615,-16608,-12120,742,-18674,-1144,24.82
38.673000,-1419,-17785,-3584,-821,-26495,-1153,24.82
38.690000,-478,-15701,10038,1580,-8632,-1373,24.82
38.700000,4023,-14306,-379,713,1402,1091,24.82
38.710000,913,-16276,-545,1153,-3930,634,24.83
38.727000,-369,-18037,1042,-446,-5049,16,24.85
38.737000,-986,-16335,1053,742,-2181,152,24.85
38.747000,-344,-17184,1768,1358,-461,-1024,24.83
38.802000,-1376,-16017,2630,2895,-2792,-4548,24.85
38.812000,-718,-15971,1639,4664,-4488,-4476,24.85
38.822000,530,-14631,3208,6767,-4430,-3687,24.89
38.840000,281,-16128,1989,7623,-2804,-3558,24.85
38.850000,1936,-14624,-1008,5398,-4389,2435,24.85
38.860000,1578,-19576,-1652,7117,78,-1606,24.83
38.877000,1345,-16420,1489,12739,-1347,-8956,24.81
38.887000,1573,-16637,2268,11975,-1697,-11160,24.81
38.897000,1637,-14095,2900,10607,-1446,-10754,24.81
38.914000,7351,-16330,83,2843,4835,-9090,24.83
38.924000,2466,-10299,5752,7397,2508,-13901,24.83
38.952000,4803,-14520,5411,11490,-996,-6662,24.83
38.962000,4695,-17701,4676,10715,-1372,-7282,24.78
38.972000,4665,-16879,6089,8908,-1721,-7263,24.78
38.989000,4980,-14318,7716,14667,3955,-12903,24.85
39.013000,5590,-5431,8417,21381,5043,-16353,24.88
39.023000,11847,-12619,23705,13670,12924,-8426,24.88
39.033000,-4750,-18793,15293,14647,12028,-1831,24.86
39.043000,1579,-17913,4731,26527,-3643,-53,24.86
39.053000,5566,-9337,9388,13485,-2114,-4048,24.80
39.065000,3381,-13480,7275,8497,-5284,-2876,24.80
39.075000,3823,-12699,7069,8378,-6498,-1864,24.87
39.085000,3333,-10313,8031,9757,-6135,-2841,24.87
39.102000,4013,-11455,8682,8513,-3904,-101,24.81
39.112000,5807,-13535,8673,4653,-3587,2172,24.87
39.122000,6218,-14152,8590,942,-3444,4623,24.87
39.141000,6052,-12221,9911,-453,202,4147,24.84
39.151000,5560,-11589,10273,2903,4225,3220,24.85
39.164000,4652,-11173,9215,6136,8396,2404,24.85
39.174000,3899,-12590,7618,6774,8225,3086,24.85
39.184000,3961,-13564,7924,4174,5080,3897,24.85
39.194000,3746,-13382,7904,1278,2298,5414,24.89
39.215000,3682,-12982,8781,-2067,-2074,4788,24.86
39.225000,3871,-14062,9673,-3617,-3993,4021,24.86
39.235000,4678,-14658,10012,-4287,-5078,3330,24.85
39.252000,3279,-13000,10408,-2995,-5235,2591,24.84
39.262000,3048,-12502,10270,-1373,-3190,4159,24.84
39.272000,2936,-11767,10279,-693,-3292,6538,24.83
39.289000,2781,-12505,8600,293,-3402,14382,24.87
39.299000,2498,-13109,6813,2495,-4414,23262,24.87
39.309000,837,-14303,8823,10563,-3839,25101,24.86
39.327000,158,-15328,6647,6760,-446,26779,24.88
39.337000,-147,-14944,7512,5918,-1521,21850,24.88
39.347000,1280,-17249,6832,4691,-3199,18403,24.86
39.364000,-1567,-16311,6994,5640,-2291,20332,24.83
39.374000,-745,-14347,7080,2336,-2672,18160,24.83
39.384000,-399,-12725,10509,-4637,-1951,15901,24.85
39.403000,-1714,-12655,10666,-2365,1182,13521,24.87
39.413000,-2019,-16689,15082,4021,-8164,-717,24.87
39.423000,2103,-16221,14880,13142,1982,1565,24.83
39.440000,-2370,-11991,9391,9890,1368,956,24.83
39.450000,-443,-12953,9985,7521,561,912,24.87
39.460000,-2709,-13907,10587,8000,374,312,24.87
39.477000,-1491,-11959,9877,3290,-2263,797,24.85
39.487000,-1791,-12040,11471,-3227,-5362,42,24.85
39.516000,74,-10322,11651,-23757,-13437,514,24.89
39.540000,-1216,-12735,8816,-28489,-12518,-3042,24.86
39.550000,-786,-12992,7971,-23511,-10706,-2137,24.86
39.560000,-3417,-16731,9380,-19799,-7128,-2475,24.84
39.570000,-258,-13810,5129,-6193,-4958,1903,24.84
39.590000,-780,-14584,8812,3565,2560,-1614,24.85
39.600000,-1082,-14521,7402,623,2835,-1917,24.88
39.610000,197,-15291,9458,-5551,2305,-1145,24.88
39.627000,1004,-13657,7095,-13185,-6557,1448,24.85
39.637000,-602,-14151,5832,-14807,-8854,3274,24.83
39.647000,1741,-13529,4254,-16803,-8984,2899,24.83
39.664000,1613,-15011,8109,-20352,-11068,3224,24.92
39.674000,-1451,-12202,3039,-20628,-9805,1940,24.92
39.684000,-664,-17638,2439,-27938,-10832,1829,24.82
39.702000,-872,-11547,1766,-32764,-14997,619,24.87
39.712000,651,-9176,-219,-32764,-13966,-903,24.87
39.722000,-760,-12445,2380,-32764,-16177,-991,24.84
39.739000,10817,-14238,10851,3351,-8809,1584,24.84
39.749000,828,-17657,3383,-1528,-1577,-94,24.84
39.759000,4096,-17073,6063,-1166,-464,-350,24.86
39.778000,960,-16571,-1452,-2230,-1933,-359,24.84
39.788000,1146,-16538,-502,-1886,-3100,-198,24.84
39.798000,365,-16340,-357,-1198,-2105,24,24.88
39.815000,838,-15806,488,550,169,69,24.91
39.825000,-935,-16351,-675,689,2224,135,24.91
39.835000,-120,-16833,-366,1691,2230,684,24.85
39.852000,-1176,-16727,-2722,727,1135,311,24.85
39.862000,-4,-16291,-3002,307,-641,153,24.85
39.872000,2,-16680,-657,690,-648,263,24.86
39.890000,-277,-16486,-537,544,3237,535,24.85
39.900000,-7,-16711,519,163,5621,684,24.85
39.910000,-281,-16469,-393,53,5365,781,24.84
39.920000,-70,-16395,-1100,7,5899,781,24.84
39.930000,943,-16451,957,-90,5946,960,24.85
39.940000,12,-16306,-762,531,3741,823,24.85
39.950000,713,-16962,1091,2675,630,1550,24.83
39.965000,46,-17347,-1188,-983,3400,508,24.83
39.975000,-122,-17034,-411,797,2406,625,24.87
39.985000,1822,-16236,-1401,-543,736,536,24.87
40.002000,-398,-16187,454,198,-730,111,24.91
40.012000,189,-16443,-301,283,-710,148,24.85
40.022000,707,-16454,-1311,97,-956,74,24.85
40.039000,2038,-17081,-1438,81,-4624,-153,24.89
40.060000,-837,-17900,-452,268,-3390,-305,24.85
40.070000,228,-14216,-1688,399,-4304,-40,24.86
40.080000,-247,-17210,-736,-166,-4475,-119,24.86
40.090000,-480,-16862,-701,-174,-4135,-242,24.89
40.100000,-977,-16704,567,-286,-2873,94,24.89
40.114000,382,-15185,138,-60,-2864,-206,24.86
40.124000,-1121,-16534,186,-83,-2372,70,24.84
40.134000,-2229,-17025,993,-195,-719,82,24.84
40.153000,55,-16478,-428,320,-832,102,24.86
40.163000,39,-16382,-139,-140,-550,88,24.82
40.173000,-83,-16574,-570,-604,-385,85,24.82
40.190000,8,-16549,-555,213,-758,99,24.84
40.200000,-16,-16448,-409,171,-767,102,24.84
40.210000,14,-16495,-474,-60,-644,89,24.88
40.227000,4,-16545,-525,76,-699,90,24.89
40.237000,13,-16531,-534,7,-695,104,24.89
40.247000,-2,-16537,-625,29,-686,98,24.85
40.257000,-20,-16528,-563,18,-679,100,24.85
40.267000,31,-16499,-536,14,-675,97,24.88
40.277000,8,-16513,-537,29,-673,93,24.88
40.287000,-5,-16519,-509,27,-687,103,24.86
40.302000,5,-16491,-506,33,-671,97,24.86
40.312000,45,-16557,-544,25,-673,96,24.86
40.322000,14,-16544,-513,29,-677,102,24.87
40.340000,0,-16528,-501,32,-683,98,24.83
40.350000,-11,-16525,-507,27,-689,99,24.83
40.360000,20,-16526,-560,24,-679,89,24.85
40.377000,8,-16515,-555,19,-666,92,24.87
40.387000,-17,-16522,-525,12,-687,97,24.87
40.397000,20,-16505,-557,20,-675,98,24.81
40.415000,-1,-16513,-536,28,-682,104,24.85
40.425000,-3,-16516,-517,24,-682,92,24.85
40.435000,-10,-16519,-550,23,-678,99,24.85
40.452000,18,-16509,-539,28,-673,95,24.87
40.462000,-4,-16501,-556,24,-666,99,24.88
40.472000,6,-16497,-524,29,-683,99,24.88
40.489000,-1,-16488,-563,25,-673,99,24.89
40.499000,18,-16530,-559,24,-674,91,24.88
40.509000,16,-16496,-543,19,-675,83,24.88
40.527000,-14,-16522,-542,28,-685,95,24.87
40.537000,-8,-16499,-546,37,-670,88,24.88
40.547000,-15,-16539,-549,25,-684,102,24.88
40.565000,13,-16541,-498,23,-680,102,24.89
40.592000,5,-16504,-544,33,-672,104,24.87
40.602000,9,-16506,-588,21,-686,105,24.87
40.612000,-30,-16528,-545,25,-658,84,24.87
40.622000,-4,-16504,-550,23,-686,105,24.87
40.640000,30,-16489,-528,24,-673,101,24.87
40.650000,25,-16499,-528,33,-658,88,24.87
40.660000,6,-16511,-539,30,-681,96,24.87
40.677000,7,-16532,-557,29,-668,97,24.89
40.687000,-1,-16506,-523,12,-682,89,24.89
40.697000,53,-16543,-561,17,-683,103,24.87
40.714000,7,-16542,-531,30,-673,90,24.86
40.724000,-1,-16522,-547,28,-672,92,24.86
40.734000,30,-16593,-504,33,-669,95,24.91
40.752000,24,-16576,-556,25,-656,79,24.89
40.762000,-21,-16488,-540,17,-678,98,24.89
40.772000,20,-16521,-498,34,-673,103,24.89
40.790000,1,-16467,-541,28,-685,86,24.85
40.800000,11,-16499,-552,24,-679,96,24.85
40.810000,-26,-16561,-513,-5,-686,93,24.89
40.827000,-48,-16424,-427,49,-678,89,24.86
40.837000,1,-16488,-527,43,-672,105,24.86
40.847000,-26,-16517,-572,44,-674,85,24.88
40.864000,21,-16534,-570,14,-663,97,24.88
40.874000,2,-16528,-533,12,-671,100,24.88
40.884000,-28,-16555,-530,12,-661,105,24.85
40.902000,24,-16554,-535,21,-673,84,24.87
40.912000,-11,-16553,-536,20,-687,99,24.87
40.922000,-13,-16544,-531,17,-680,96,24.87
40.940000,27,-16478,-566,23,-674,104,24.87
40.950000,8,-16535,-533,32,-686,99,24.89
40.960000,0,-16532,-574,25,-671,97,24.89
40.970000,-10,-16514,-550,18,-671,89,24.88
40.980000,8,-16523,-518,31,-673,88,24.88
40.990000,21,-16502,-523,27,-672,107,24.87
41.000000,43,-16478,-510,20,-679,98,24.85
41.015000,14,-16530,-533,36,-667,95,24.85
41.025000,9,-16532,-539,25,-695,99,24.87
41.035000,12,-16538,-550,20,-684,108,24.87
41.052000,17,-16486,-517,24,-683,105,24.87
41.062000,-10,-16526,-535,17,-665,93,24.88
41.072000,2,-16527,-576,22,-677,104,24.88
41.090000,-13,-16508,-531,35,-680,88,24.90
41.112000,-13,-16502,-520,36,-664,100,24.91
41.122000,-5,-16532,-538,34,-678,91,24.85
41.132000,-5,-16524,-558,31,-686,89,24.85
41.165000,67,-16534,-556,31,-674,108,24.88
41.175000,-31,-16538,-475,31,-673,106,24.88
41.185000,-19,-16521,-524,20,-686,111,24.87
41.202000,-26,-16490,-521,17,-672,108,24.87
41.212000,15,-16582,-578,-12,-680,83,24.87
41.222000,-1,-16510,-535,33,-693,90,24.85
41.239000,-20,-16513,-590,29,-680,98,24.88
41.249000,29,-16544,-507,10,-677,88,24.88
41.259000,-1,-16495,-547,33,-676,87,24.89
41.278000,-11,-16559,-535,35,-679,92,24.88
41.288000,-256,-16541,-534,13,-676,99,24.88
41.298000,232,-16515,-542,23,-674,102,24.85
41.315000,-26,-16519,-560,25,-669,85,24.89
41.325000,55,-16494,-496,27,-671,88,24.89
41.335000,0,-16646,-485,34,-663,97,24.89
41.353000,4,-16540,-768,24,-686,96,24.89
41.363000,41,-16529,-537,24,-677,98,24.89
41.373000,-4,-16563,-533,30,-680,93,24.88
41.390000,7,-16469,-578,18,-677,103,24.91
41.400000,-18,-16531,-560,21,-680,104,24.91
41.410000,-20,-16520,-545,24,-680,98,24.89
41.465000,-3,-16518,-543,14,-677,94,24.87
41.475000,-4,-16517,-534,15,-674,99,24.89
41.485000,12,-16528,-530,9,-673,94,24.89
41.502000,9,-16505,-497,33,-671,100,24.88
41.512000,12,-16469,-525,20,-669,91,24.88
41.522000,2,-16557,-557,24,-670,94,24.88
41.540000,-31,-16555,-544,17,-670,93,24.85
41.550000,16,-16470,-519,16,-687,105,24.88
41.560000,37,-16506,-538,24,-675,98,24.88
41.577000,-40,-16497,-524,28,-665,105,24.86
41.587000,-16,-16517,-533,33,-665,95,24.83
41.597000,17,-16524,-510,20,-678,101,24.83
41.614000,-12,-16541,-540,17,-684,92,24.87
41.637000,-10,-16522,-489,8,-670,93,24.91
41.647000,-11,-16519,-485,27,-672,89,24.84
41.657000,-11,-16531,-497,22,-678,97,24.84
41.667000,7,-16481,-766,26,-676,89,24.88
41.677000,20,-16506,-547,18,-679,93,24.88
41.690000,-7,-16491,-509,30,-683,93,24.88
41.700000,8,-16500,-520,20,-658,88,24.88
41.711000,25,-16503,-526,27,-672,89,24.89
41.721000,12,-16527,-514,11,-676,96,24.89
41.731000,12,-16519,-543,26,-668,96,24.92
41.741000,-241,-16505,-551,25,-672,89,24.88
41.751000,-30,-16517,-577,27,-688,87,24.88
41.765000,6,-16522,-551,25,-682,96,24.89
41.775000,-10,-16498,-539,19,-681,91,24.89
41.785000,-16,-16509,-525,14,-672,82,24.87
41.802000,-9,-16515,-523,20,-668,105,24.87
41.812000,4,-16524,-553,34,-688,97,24.87
41.822000,-20,-16529,-523,17,-665,89,24.90
41.840000,5,-16524,-552,25,-669,88,24.89
41.850000,-18,-16510,-495,32,-670,95,24.89
41.860000,-2,-16490,-527,18,-675,98,24.91
41.877000,-1,-16526,-544,33,-683,87,24.92
41.887000,-24,-16513,-577,26,-673,94,24.92
41.897000,-4,-16515,-514,27,-676,89,24.87
41.915000,3,-16511,-528,22,-665,91,24.87
41.925000,10,-16500,-555,19,-679,92,24.84
41.935000,8,-16486,-549,20,-672,101,24.84
41.952000,17,-16510,-538,30,-671,84,24.92
41.962000,7,-16534,-529,22,-677,93,24.94
41.972000,-19,-16522,-559,17,-687,89,24.94
41.989000,-11,-16514,-547,22,-654,98,24.88
41.999000,-15,-16495,-527,31,-680,94,24.92
42.009000,-16,-16508,-559,25,-671,93,24.92
42.028000,6,-16536,-538,25,-673,90,24.89
42.038000,-22,-16528,-519,32,-678,86,24.88
42.049000,-8,-16517,-538,25,-685,98,24.88
42.059000,12,-16531,-526,20,-660,92,24.88
42.069000,9,-16510,-535,22,-663,90,24.88
42.079000,-8,-16541,-548,22,-672,87,24.91
42.089000,0,-16506,-529,36,-672,97,24.91
42.103000,-14,-16508,-517,25,-661,97,24.93
42.113000,15,-16516,-553,21,-667,90,24.91
42.123000,4,-16520,-555,32,-675,102,24.91
42.140000,3,-16481,-554,20,-682,90,24.91
42.163000,-12,-16525,-535,27,-663,94,24.86
42.173000,-19,-16535,-525,27,-670,98,24.90
42.183000,-1,-16524,-545,20,-662,92,24.90
42.193000,-5,-16517,-540,25,-658,86,24.87
42.203000,7,-16493,-542,11,-679,89,24.87
42.215000,1,-16522,-539,25,-673,88,24.88
42.225000,-2,-16524,-533,22,-669,94,24.88
42.235000,5,-16509,-520,21,-678,99,24.89
42.252000,7,-16521,-540,28,-681,101,24.94
42.262000,-10,-16504,-544,32,-670,96,24.94
42.272000,14,-16519,-536,30,-686,88,24.91
42.290000,-11,-16518,-553,20,-678,99,24.89
42.300000,-29,-16523,-551,28,-667,94,24.89
42.310000,11,-16520,-538,20,-658,84,24.87
42.327000,-7,-16510,-544,14,-681,95,24.91
42.337000,-25,-16504,-535,27,-667,101,24.91
42.347000,34,-16505,-551,28,-672,87,24.90
42.364000,-10,-16527,-563,29,-674,88,24.93
42.374000,13,-16522,-557,21,-661,95,24.93
42.384000,15,-16522,-547,22,-679,102,24.90
42.403000,0,-16507,-546,19,-672,93,24.90
42.413000,-44,-16518,-526,24,-674,104,24.90
42.423000,-10,-16520,-532,21,-668,100,24.88
42.440000,-8,-16530,-522,28,-687,92,24.88
42.450000,6,-16519,-542,24,-671,96,24.88
42.460000,-11,-16502,-525,22,-678,99,24.88
42.478000,7,-16501,-556,25,-667,85,24.94
42.488000,-20,-16506,-550,24,-671,92,24.92
42.498000,15,-16507,-533,30,-670,99,24.92
42.515000,17,-16519,-515,18,-676,99,24.91
42.525000,6,-16509,-543,30,-666,100,24.89
42.535000,1,-16546,-540,25,-674,93,24.89
42.552000,0,-16500,-544,14,-669,85,24.90
42.562000,2,-16537,-534,23,-675,92,24.89
42.590000,-15,-16517,-519,29,-677,92,24.89
42.600000,-23,-16520,-549,23,-657,85,24.92
42.610000,9,-16516,-533,22,-672,94,24.92
42.627000,-8,-16518,-533,25,-675,104,24.90
42.637000,13,-16528,-539,23,-681,105,24.90
42.647000,8,-16517,-565,30,-676,93,24.87
42.665000,-14,-16514,-542,27,-665,88,24.90
42.689000,0,-16532,-549,30,-676,103,24.91
42.699000,40,-16523,-532,34,-678,95,24.88
42.709000,-27,-16509,-543,35,-664,98,24.88
42.719000,6,-16506,-508,26,-674,92,24.90
42.739000,-14,-16541,-563,27,-695,94,24.90
42.749000,-13,-16506,-543,26,-674,85,24.90
42.759000,14,-16514,-513,21,-665,100,24.90
42.778000,-21,-16516,-525,30,-671,95,24.89
42.788000,-5,-16519,-553,24,-666,94,24.89
42.798000,-16,-16501,-510,17,-685,94,24.94
42.815000,-11,-16521,-546,25,-661,103,24.89
42.825000,248,-16523,-536,31,-673,101,24.89
42.835000,-10,-16511,-509,27,-682,96,24.90
42.853000,-7,-16528,-526,23,-673,95,24.88
42.863000,-8,-16536,-523,25,-667,92,24.88
42.873000,-15,-16527,-539,26,-676,99,24.83
42.890000,-22,-16512,-537,20,-674,99,24.91
42.900000,-9,-16517,-519,23,-675,96,24.91
42.910000,6,-16511,-561,25,-674,95,24.91
42.927000,5,-16517,-562,19,-682,98,24.91
42.937000,-44,-16386,-497,32,-680,94,24.94
42.947000,-15,-16531,-583,24,-688,99,24.94
42.965000,-14,-16512,-483,10,-672,87,24.91
42.975000,-10,-16510,-528,24,-668,87,24.89
42.985000,-15,-16494,-532,23,-661,83,24.89
43.002000,-6,-16513,-553,26,-668,91,24.94
43.012000,-10,-16517,-536,22,-671,95,24.89
43.022000,29,-16501,-534,23,-668,88,24.89
43.040000,2,-16514,-544,15,-663,87,24.93
43.050000,1,-16543,-539,23,-677,94,24.90
43.060000,-7,-16513,-513,24,-660,90,24.90
43.077000,8,-16505,-521,22,-671,92,24.95
43.087000,33,-16509,-552,29,-668,90,24.91
43.097000,0,-16502,-553,24,-666,87,24.91
43.114000,-26,-16520,-530,20,-664,91,24.92
43.124000,8,-16509,-530,29,-676,93,24.91
43.134000,-2,-16505,-513,24,-673,93,24.91
43.153000,-18,-16512,-533,24,-664,86,24.87
43.163000,-7,-16529,-533,21,-684,98,24.90
43.173000,12,-16512,-541,32,-675,88,24.90
43.190000,-12,-16518,-550,31,-680,99,24.88
43.209000,6,-16506,-555,31,-687,95,24.88
43.219000,25,-16511,-544,26,-687,99,24.88
43.229000,11,-16517,-556,32,-676,94,24.89
43.239000,3,-16530,-520,19,-692,100,24.89
43.249000,252,-16527,-511,22,-678,85,24.89
43.265000,16,-16525,-524,33,-669,97,24.89
43.275000,-10,-16520,-554,18,-660,100,24.89
43.285000,13,-16516,-524,23,-682,104,24.94
43.302000,-255,-16514,-531,22,-667,94,24.92
43.312000,-7,-16519,-533,24,-677,93,24.92
43.322000,-51,-16532,-515,26,-679,100,24.91
43.340000,-1,-16523,-533,25,-674,97,24.89
43.350000,4,-16547,-539,24,-671,95,24.89
43.360000,-31,-16529,-513,22,-670,101,24.86
43.415000,-34,-16533,-551,23,-661,101,24.92
43.425000,31,-16521,-553,21,-672,88,24.90
43.435000,13,-16524,-516,25,-683,100,24.90
43.452000,17,-16528,-522,21,-680,97,24.92
43.462000,3,-16495,-541,26,-673,83,24.87
43.472000,4,-16525,-525,22,-671,91,24.87
43.489000,-3,-16503,-547,15,-684,94,24.89
43.499000,-17,-16511,-514,16,-679,101,24.91
43.509000,10,-16525,-541,21,-667,95,24.91
43.528000,1,-16500,-546,17,-667,92,24.94
43.538000,-27,-16503,-520,20,-683,88,24.92
43.548000,2,-16532,-516,30,-670,96,24.92
43.565000,-12,-16514,-529,28,-681,92,24.90
43.575000,-11,-16510,-549,29,-671,106,24.91
43.585000,13,-16516,-542,26,-673,78,24.91
43.603000,6,-16530,-533,28,-656,85,24.94
43.613000,2,-16507,-543,21,-673,103,24.91
43.623000,6,-16509,-517,24,-676,90,24.91
43.640000,4,-16513,-542,18,-673,102,24.92
43.650000,-8,-16539,-539,13,-668,91,24.92
43.660000,10,-16505,-544,36,-674,90,24.91
43.677000,-19,-16521,-512,23,-665,89,24.93
43.687000,12,-16517,-531,29,-675,97,24.93
43.697000,-12,-16515,-540,26,-673,98,24.88
43.715000,16,-16524,-539,11,-668,99,24.92
43.735000,11,-16528,-510,21,-686,102,24.94
43.745000,40,-16512,-487,29,-667,87,24.94
43.755000,-24,-16503,-531,20,-681,103,24.92
43.765000,4,-16514,-524,25,-674,91,24.92
43.775000,-3,-16537,-542,18,-693,91,24.92
43.827000,-4,-16517,-550,21,-676,100,24.90
43.837000,-12,-16516,-528,25,-668,93,24.90
43.847000,19,-16527,-531,38,-669,100,24.90
43.864000,15,-16516,-526,28,-673,92,24.91
43.874000,-8,-16504,-532,23,-686,85,24.91
43.884000,14,-16512,-493,20,-665,89,24.91
43.903000,-12,-16483,-494,20,-662,94,24.90
43.913000,-7,-16494,-501,27,-686,91,24.91
43.923000,2,-16527,-492,31,-673,84,24.91
43.940000,-20,-16544,-566,12,-666,91,24.89
43.950000,-32,-16506,-564,26,-672,101,24.88
43.960000,-8,-16520,-541,17,-668,96,24.88
43.978000,-19,-16520,-549,24,-666,93,24.92
43.988000,-9,-16502,-546,24,-647,91,24.89
43.998000,18,-16493,-537,29,-670,92,24.89
44.015000,7,-16513,-524,20,-673,95,24.89
44.025000,7,-16506,-534,31,-668,93,24.97
44.035000,9,-16525,-524,26,-672,96,24.97
44.052000,-12,-16490,-540,19,-678,88,24.89
44.062000,19,-16539,-548,27,-674,90,24.91
44.072000,1,-16519,-554,20,-673,92,24.91
44.128000,23,-16514,-516,24,-681,108,24.93
44.138000,-8,-16609,-445,23,-686,95,24.94
44.148000,-2,-16485,-417,55,-682,88,24.94
44.165000,2,-16526,-622,20,-669,94,24.92
44.175000,-86,-16243,-466,50,-673,95,24.92
44.185000,-64,-16581,-558,33,-684,87,24.98
44.239000,10,-16550,-498,34,-682,88,24.93
44.261000,-12,-16498,-548,20,-678,93,24.96
44.271000,-13,-16516,-497,28,-680,94,24.96
44.281000,2,-16456,-558,20,-679,116,24.91
44.291000,-12,-16550,-476,14,-678,90,24.91
44.301000,-29,-16539,-511,32,-664,85,24.93
44.315000,26,-16501,-495,35,-676,102,24.92
44.325000,5,-16541,-477,28,-678,100,24.92
44.335000,-87,-16893,-374,-2,-673,95,24.92
44.353000,7,-16453,-594,47,-673,86,24.96
44.363000,1,-16525,-556,33,-663,95,24.96
44.373000,40,-16501,-577,38,-668,92,24.93
44.390000,-40,-16524,-542,11,-678,99,24.93
44.400000,-6,-16509,-505,36,-671,89,24.91
